"","Cytophagales_2582580519","Flavobacteriales_2582580526","Flavobacteriales_2582580527","Sphingobacteriales_2582580532","Sphingobacteriales_2582580533","Sphingobacteriales_2582580535","Sphingobacteriales_2582580541","Flavobacteriales_2582580543","Sphingobacteriales_2582580548","Flavobacteriales_2582580549","Sphingobacteriales_2582580563","Flavobacteriales_2582580568","Sphingobacteriia_2582580571","Flavobacteriales_2582580580","Bacteroidetes_2582580582","Sphingobacteriia_2582580583","Sphingobacteriales_2582580585","Bacteroidetes_2582580586","Sphingobacteriales_2582580587","Sphingobacteriales_2582580588","Sphingobacteriales_2582580589","Sphingobacteriales_2582580590","Flavobacteriales_2582580592","Sphingobacteriales_2582580596","Flavobacteriales_2582580597","Bacteroidetes_2582580599","Sphingobacteriales_2582580601","Flavobacteriales_2582580602","Cytophagales_2582580603","Sphingobacteriales_2582580605","Sphingobacteriales_2582580610","Bacteroidetes_2582580613","Sphingobacteriales_2582580614"
"COG0183",1,2,2,1,3,1,1,1,1,3,1,0,1,0,2,2,0,1,0,2,2,1,2,2,3,2,1,1,4,3,1,2,1
"COG0184",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,2,1,1
"COG0185",0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1
"COG0186",0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
"COG0187",1,2,3,3,2,2,1,1,2,1,0,2,2,1,2,2,1,0,0,3,2,1,2,2,1,2,1,1,1,2,1,2,2
"COG0188",0,2,1,2,2,1,0,1,1,1,2,0,1,0,1,1,1,1,3,2,2,1,3,1,1,2,2,1,1,2,1,2,2
"COG0189",0,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,3,1,0,1,1,1,2,0,0,0,1
"COG0190",1,1,1,1,1,1,1,1,1,2,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,2,1,0
"COG0191",0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0
"COG0192",1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
"COG0193",0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1
"COG0194",1,2,1,1,1,1,1,1,1,2,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
"COG0195",0,1,1,0,1,1,1,0,0,1,1,1,2,0,1,1,0,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1
"COG0196",0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,2,0,0,1,1,1,0,1
"COG0197",0,1,1,1,1,1,1,0,2,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1
"COG0198",0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
"COG0199",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
"COG0200",0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"COG0201",0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"COG0202",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
"COG0203",0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,0,1,2,1,1,1,1,1,1,0,0,1
"COG0204",2,2,5,4,2,2,2,2,2,2,2,3,1,0,4,2,2,0,2,2,2,1,5,2,4,2,3,1,3,3,2,2,4
"COG0205",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,2,1,1,1,2
"COG0206",1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1
"COG0207",1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1
"COG0208",1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,1,1,0,1,0,0
"COG0209",1,2,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"COG0210",0,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,0,1,2,1,1,1,2,0,1,3,0,2,2,2,2,2
"COG0211",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,1,1,2,1,0,1
"COG0212",0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1
"COG0213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0215",1,2,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,2,1,0,1,1,1,1,1,1,1,1,0,1
"COG0216",1,1,2,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
"COG0217",0,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,2,1,1,1
"COG0218",1,1,0,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
"COG0219",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0220",0,1,1,1,1,1,1,1,1,2,1,0,1,0,1,1,0,1,0,1,2,1,1,1,0,1,1,1,1,1,1,1,1
"COG0221",1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0
"COG0222",1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"COG0223",1,1,1,1,0,1,1,0,1,1,1,1,2,1,1,2,1,0,0,2,1,0,1,1,2,0,1,1,1,1,1,0,1
"COG0224",1,0,1,0,1,1,1,2,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
"COG0225",1,1,1,1,0,1,1,2,1,1,1,1,0,0,1,1,1,1,1,2,2,1,1,1,1,1,1,0,2,2,1,1,1
"COG0226",1,0,0,1,0,0,0,1,2,1,0,2,1,1,0,1,0,1,1,2,1,0,0,0,0,2,2,0,0,1,0,1,1
"COG0227",0,1,1,1,0,1,0,0,1,0,2,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0
"COG0228",0,0,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
"COG0229",1,1,0,0,1,1,0,1,1,0,0,1,1,2,2,1,1,2,0,2,1,0,2,1,1,1,1,1,2,2,1,2,1
"COG0230",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"COG0231",1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"COG0232",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"COG0233",0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2
"COG0234",0,1,1,1,0,2,2,0,1,1,0,1,1,0,1,1,0,1,1,1,2,1,1,1,0,1,0,1,2,1,2,1,1
"COG0235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
"COG0236",1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,0,1,1,3,1,0,1,1,1,1,4,2,1,0,1,2,2
"COG0237",1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,2,1,1,0,1,1,1,0,0,1,1,1,2,1,1
"COG0238",0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,0,1
"COG0239",0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
"COG0240",0,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"COG0241",0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0
"COG0242",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"COG0243",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0244",1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
"COG0245",0,1,0,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1
"COG0246",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"COG0247",1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"COG0248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0249",0,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1
"COG0250",0,1,2,2,0,3,1,0,2,2,1,0,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3
"COG0251",1,2,1,3,5,2,3,2,2,1,2,2,2,1,2,2,3,2,1,2,3,0,1,3,2,3,3,2,5,1,2,2,3
"COG0252",0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
"COG0253",1,1,1,0,1,0,0,0,1,1,2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"COG0254",1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,2,1,0,1
"COG0255",0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0
"COG0256",0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0
"COG0257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0258",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"COG0259",0,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,0,2,1,0,1,1,1,1,1,0,2,2,1,1,1
"COG0260",0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
"COG0261",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,1,1,2,1,0,1
"COG0262",1,1,1,1,0,1,1,1,1,0,2,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,3,0,1,1,2,1,1
"COG0263",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0264",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"COG0265",1,1,1,1,1,1,1,1,2,1,0,1,1,2,3,2,1,1,0,1,1,0,1,1,0,2,1,0,5,1,1,2,1
"COG0266",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0267",0,1,1,1,0,1,0,1,1,0,2,0,1,1,1,2,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0
"COG0268",1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
"COG0269",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0270",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0
"COG0271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0272",0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,2,1
"COG0274",0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
"COG0275",2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,2,1,0,1,1,0,1,1,0,1,1,2,2,1
"COG0276",0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
"COG0277",1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,3,1,1,2,1,0,1,0,1,1,1,0,3
"COG0278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0279",1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,2,1,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
"COG0280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"COG0281",1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"COG0282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"COG0283",1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,2,0,1,1,0,1,1
"COG0284",0,1,0,1,1,1,0,1,1,1,0,1,1,2,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1
"COG0285",0,1,1,1,0,0,1,1,2,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,2,0,1
"COG0286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
"COG0287",1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1
"COG0288",1,1,1,0,2,2,1,1,0,1,1,1,1,1,0,2,0,1,1,2,1,0,0,1,1,1,2,2,1,1,1,0,1
"COG0289",0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,2,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1
"COG0290",1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1
"COG0291",1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"COG0292",1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"COG0293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0294",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,2,0,0,1,0,1,0,0,1,0,1,0,1
"COG0295",0,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
"COG0296",0,0,1,1,0,1,1,0,2,1,0,1,0,1,0,0,1,0,0,0,2,0,2,1,0,0,1,0,1,2,0,0,2
"COG0297",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,2
"COG0298",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"COG0299",2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,2,0,1,1,1,1,2,1,1,0
"COG0300",4,2,5,1,3,3,0,1,4,2,1,1,2,1,1,5,1,0,0,3,4,1,2,4,2,5,2,3,5,3,0,2,1
"COG0301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0302",0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,2,1,1,1,1,1,1,1,0
"COG0303",1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"COG0304",1,1,3,2,2,1,1,1,1,2,1,1,1,0,1,1,0,1,1,8,1,1,2,1,2,1,1,1,1,0,1,2,2
"COG0305",1,1,2,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,2,2
"COG0306",0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"COG0307",1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0
"COG0308",0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,1,0,0,0,1,3,1,0
"COG0309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"COG0310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0312",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"COG0313",1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,0,2,2,2,2,0,2,1,1,1,1,1,2,3,1,2,2
"COG0314",1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"COG0315",1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"COG0316",2,1,1,3,1,2,1,1,2,1,2,1,3,2,2,1,2,1,1,1,2,2,1,2,1,1,2,0,2,2,1,2,2
"COG0317",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
"COG0318",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
"COG0319",1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
"COG0320",1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1
"COG0321",1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,0,1,1,0,2,1,0,1,1,1,0,1,1,1,1,1,1,1
"COG0322",2,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
"COG0323",1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,2,1,1,1
"COG0324",2,0,1,1,0,1,0,1,1,1,0,1,1,1,2,1,0,0,0,1,1,0,1,1,1,2,1,1,1,1,1,2,1
"COG0325",1,1,1,1,0,1,1,1,1,1,1,1,2,0,1,1,1,0,0,1,2,0,1,1,1,0,1,0,1,1,1,1,1
"COG0326",0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1
"COG0327",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"COG0328",0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,2,1,0,1,2
"COG0329",1,1,1,4,2,0,3,1,0,0,1,1,1,1,1,1,3,1,1,1,3,0,1,2,0,1,3,0,1,1,1,0,2
"COG0330",1,2,2,1,2,1,0,1,1,3,1,2,1,1,0,1,2,1,0,3,2,0,2,2,0,2,1,0,5,2,1,0,0
"COG0331",0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0
"COG0332",1,1,3,3,2,2,0,0,1,3,1,1,1,1,2,1,2,1,3,3,3,1,3,2,2,1,2,1,2,3,1,1,1
"COG0333",1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,0,1,1,1,1,1,0
"COG0334",0,3,3,1,1,0,1,3,2,3,4,3,2,2,2,4,1,2,2,1,0,1,3,1,0,2,1,1,1,1,3,3,1
"COG0335",1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,2,0,1
"COG0336",0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1
"COG0337",3,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1
"COG0338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"COG0339",0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"COG0340",1,1,1,1,2,1,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,1,1,1
"COG0341",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"COG0342",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"COG0343",0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
"COG0344",1,1,0,2,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1
"COG0345",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
"COG0346",3,2,1,2,0,1,1,1,0,0,1,2,1,0,0,0,1,0,0,1,1,2,1,2,1,2,2,0,2,0,1,1,0
"COG0347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0348",0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0
"COG0349",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0350",1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
"COG0351",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0352",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0353",1,0,1,2,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,2,1,1,1,1
"COG0354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0355",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0356",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2
"COG0357",1,1,2,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0
"COG0358",1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"COG0359",0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,2,1,0,1,1,0,1,1,1,1,1,1,0,1
"COG0360",0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,0,1
"COG0361",0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"COG0362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0363",2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,2,0,0,2
"COG0364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"COG0365",1,1,2,1,1,0,1,1,1,1,0,0,1,0,1,1,2,1,1,1,2,0,1,2,0,1,2,0,1,0,2,1,1
"COG0366",1,0,3,0,1,0,1,2,2,4,0,3,1,3,4,2,1,0,0,0,3,0,3,0,0,0,1,2,6,2,0,2,3
"COG0367",0,2,2,1,2,0,0,1,5,4,0,2,2,0,0,1,1,5,1,1,0,1,1,0,1,4,0,0,4,0,2,0,0
"COG0368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"COG0369",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COG0370",1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,2,1,0,1,1,1,1,1,1,1,0,1,1,1
