Level1,Level2,Level3,Level4,Level5,Level6,Level7
Biosynthesis,Aromatic Compounds Biosynthesis,4-hydroxyphenylpyruvate biosynthesis,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,benzoyl-CoA biosynthesis,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,benzoylanthranilate biosynthesis,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,gallate biosynthesis,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,o-diquinones biosynthesis,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,oligomeric urushiol biosynthesis,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,phaselate biosynthesis,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,phenolic malonylglucosides biosynthesis,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,phenylethanol biosynthesis,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,phenylethanol glycoconjugate biosynthesis,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,phenylethyl acetate biosynthesis,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,salicylate biosynthesis I,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,salicylate biosynthesis II,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,salicylate glucosides biosynthesis I,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,salicylate glucosides biosynthesis II,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,salicylate glucosides biosynthesis III,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,salicylate glucosides biosynthesis IV,,,,
Biosynthesis,Aromatic Compounds Biosynthesis,trans-cinnamoyl-CoA biosynthesis,,,,
Biosynthesis,Carbohydrates Biosynthesis,Acetaldehyde Biosynthesis,acetaldehyde biosynthesis I,,,
Biosynthesis,Carbohydrates Biosynthesis,Acetaldehyde Biosynthesis,acetaldehyde biosynthesis II,,,
Biosynthesis,Carbohydrates Biosynthesis,Alkanes Biosynthesis,alkane biosynthesis I,,,
Biosynthesis,Carbohydrates Biosynthesis,Alkanes Biosynthesis,alkane biosynthesis II,,,
Biosynthesis,Carbohydrates Biosynthesis,Alkanes Biosynthesis,heptadecane biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Olefins Biosynthesis,Alkenes Biosynthesis,(Z)-9-tricosene biosynthesis,,
Biosynthesis,Carbohydrates Biosynthesis,Olefins Biosynthesis,Alkenes Biosynthesis,terminal olefins biosynthesis I,,
Biosynthesis,Carbohydrates Biosynthesis,Olefins Biosynthesis,Alkenes Biosynthesis,terminal olefins biosynthesis II,,
Biosynthesis,Carbohydrates Biosynthesis,Olefins Biosynthesis,"hentriaconta-3,6,9,12,15,19,22,25,28-nonaene biosynthesis",,,
Biosynthesis,Carbohydrates Biosynthesis,Oligosaccharides Biosynthesis,ajugose biosynthesis I (galactinol-dependent),,,
Biosynthesis,Carbohydrates Biosynthesis,Oligosaccharides Biosynthesis,ajugose biosynthesis II (galactinol-independent),,,
Biosynthesis,Carbohydrates Biosynthesis,Oligosaccharides Biosynthesis,lychnose and isolychnose biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Oligosaccharides Biosynthesis,mannosylfructose biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Oligosaccharides Biosynthesis,protein N-glycosylation (bacterial),,,
Biosynthesis,Carbohydrates Biosynthesis,Oligosaccharides Biosynthesis,"protein N-glycosylation (eukaryotic, high mannose)",,,
Biosynthesis,Carbohydrates Biosynthesis,Oligosaccharides Biosynthesis,protein O-glycosylation (bacterial),,,
Biosynthesis,Carbohydrates Biosynthesis,Oligosaccharides Biosynthesis,stachyose biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Oligosaccharides Biosynthesis,stellariose and mediose biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Alginate Biosynthesis,alginate biosynthesis I (algal),,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Alginate Biosynthesis,alginate biosynthesis II (bacterial),,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,CMP-3-deoxy-D-manno-octulosonate Biosynthesis,CMP-3-deoxy-D-manno-octulosonate biosynthesis,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,CMP-3-deoxy-D-manno-octulosonate Biosynthesis,"CMP-8-amino-3,8-dideoxy-D-manno-octulosonate biosynthesis",,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Glycogen and Starch Biosynthesis,glycogen biosynthesis I (from ADP-D-Glucose),,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Glycogen and Starch Biosynthesis,glycogen biosynthesis II (from UDP-D-Glucose),,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Glycogen and Starch Biosynthesis,starch biosynthesis,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Glycosaminoglycans Biosynthesis,chondroitin biosynthesis,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Glycosaminoglycans Biosynthesis,chondroitin sulfate biosynthesis,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Glycosaminoglycans Biosynthesis,chondroitin sulfate biosynthesis (late stages),,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Glycosaminoglycans Biosynthesis,dermatan sulfate biosynthesis,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Glycosaminoglycans Biosynthesis,dermatan sulfate biosynthesis (late stages),,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Glycosaminoglycans Biosynthesis,glycoaminoglycan-protein linkage region biosynthesis,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Glycosaminoglycans Biosynthesis,heparan sulfate biosynthesis,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,Glycosaminoglycans Biosynthesis,heparan sulfate biosynthesis (late stages),,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,"1,3-beta-D-glucan biosynthesis",,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,acetan biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,carrageenan biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,cellulose biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,chitin biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,fructan biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,homogalacturonan biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,UDP-D-apiose biosynthesis (from UDP-D-glucuronate),,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,xanthan biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,xylogalacturonan biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Polysaccharides Biosynthesis,xyloglucan biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Gluconeogenesis,gluconeogenesis I,,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Gluconeogenesis,gluconeogenesis II (Methanobacterium thermoautotrophicum),,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Gluconeogenesis,gluconeogenesis III,,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sucrose Biosynthesis,sucrose biosynthesis I (from photosynthesis),,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sucrose Biosynthesis,sucrose biosynthesis II,,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sucrose Biosynthesis,sucrose biosynthesis III,,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Alcohols Biosynthesis,,,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Alcohols Biosynthesis,Pinitol Biosynthesis,pinitol biosynthesis I,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Alcohols Biosynthesis,Pinitol Biosynthesis,pinitol biosynthesis II,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Alcohols Biosynthesis,Sorbitol Biosynthesis,sorbitol biosynthesis I,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Alcohols Biosynthesis,Sorbitol Biosynthesis,sorbitol biosynthesis II,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Alcohols Biosynthesis,mannitol biosynthesis,,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),ADP-sugar Biosynthesis,ADP-L-glycero-beta-D-manno-heptose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CDP-sugar Biosynthesis,"CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis",
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CDP-sugar Biosynthesis,CDP-abequose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CDP-sugar Biosynthesis,CDP-ascarylose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CDP-sugar Biosynthesis,CDP-D-arabitol biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CDP-sugar Biosynthesis,CDP-D-mannitol biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CDP-sugar Biosynthesis,CDP-paratose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CDP-sugar Biosynthesis,CDP-tyvelose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CDP-sugar Biosynthesis,superpathway of CDP-glucose-derived O-antigen building blocks biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,CMP-legionaminate biosynthesis,CMP-legionaminate biosynthesis I
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,CMP-legionaminate biosynthesis,CMP-legionaminate biosynthesis II
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,CMP-N-acetylneuraminate Biosynthesis,CMP-N-acetylneuraminate biosynthesis I (eukaryotes)
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,CMP-N-acetylneuraminate Biosynthesis,CMP-N-acetylneuraminate biosynthesis II (bacteria)
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,CMP-2-keto-3-deoxy-D-glycero-D-galacto-nononate biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,CMP-3-deoxy-D-manno-octulosonate biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,"CMP-8-amino-3,8-dideoxy-D-manno-octulosonate biosynthesis",
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,CMP-diacetamido-8-epilegionaminic acid biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,CMP-N-acetyl-7-O-acetylneuraminate biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,CMP-N-glycoloylneuraminate biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,CMP-pseudaminate biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),CMP-sugar Biosynthesis,superpathway of CMP-sialic acids biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-L-Rhamnose-Biosynthesis,dTDP-L-rhamnose biosynthesis I
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-L-Rhamnose-Biosynthesis,dTDP-L-rhamnose biosynthesis II
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,"dTDP-3-acetamido-3,6-dideoxy-alpha-D-glucose biosynthesis",
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-3-acetamido-alpha-D-fucos biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-4-O-demethyl-beta-L-noviose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-6-deoxy-alpha-D-allose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-alpha-D-mycaminose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-beta-L-4-epi-vancosamine biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-beta-L-digitoxose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-beta-L-evernitrose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-D-beta-fucofuranose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-D-desosamine biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,"dTDP-D-olivose, dTDP-D-oliose and dTDP-D-mycarose biosynthesis",
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-D-ravidosamine and dTDP-4-acetyl-D-ravidosamine biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-L-megosamine biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-L-mycarose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-L-olivose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-N-acetylthomosamine biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,dTDP-N-acetylviosamine biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,superpathway of dTDP-glucose-derived antibiotic building blocks biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),dTDP-sugar Biosynthesis,superpathway of dTDP-glucose-derived O-antigen building blocks biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-6-deoxy-D-altro-heptose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-6-deoxy-D-manno-heptose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-6-deoxy-D-talose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-D-glycero-alpha-D-manno-heptose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-D-perosamine biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-D-rhamnose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-glucose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-L-colitose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-L-fucose biosynthesis I (from GDP-D-mannose),
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-L-fucose biosynthesis II (from L-fucose),
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-L-galactose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-mannose biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,GDP-mycosamine biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),GDP-sugar Biosynthesis,superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),UDP-sugar Biosynthesis,D-galactose degradation III,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),UDP-sugar Biosynthesis,superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis,
Biosynthesis,Carbohydrates Biosynthesis,Sugars Biosynthesis,Sugar Nucleotides Biosynthesis (80 instances),UDP-sugar Biosynthesis,superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis,
